Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,FiveYear_Anomaly,FiveYear_Uncertainty,TenYear_Anomaly,TenYear_Uncertainty,TwentyYear_Anomaly,TwentyYear_Uncertainty
1947,10,0.194,0.139,-0.016,0.086,-0.05,0.057,-0.007,0.048,-0.007,0.042
1947,11,0.109,0.129,-0.01,0.086,-0.05,0.057,-0.008,0.048,-0.007,0.042
1947,12,-0.014,0.135,-0.003,0.086,-0.05,0.058,-0.008,0.048,-0.006,0.042
1948,1,0.108,0.122,-0.009,0.086,-0.049,0.058,-0.007,0.048,-0.005,0.041
1948,2,-0.135,0.117,-0.005,0.087,-0.055,0.059,-0.006,0.048,-0.004,0.041
1948,3,-0.16,0.128,-0.01,0.086,-0.059,0.059,-0.005,0.048,-0.004,0.041
1948,4,-0.012,0.132,-0.024,0.086,-0.064,0.06,-0.003,0.048,-0.004,0.041
1948,5,0.084,0.146,-0.044,0.086,-0.069,0.06,-0.002,0.048,-0.003,0.041
1948,6,0.074,0.13,-0.064,0.086,-0.071,0.06,0.001,0.048,-0.003,0.041
1948,7,-0.069,0.159,-0.063,0.085,-0.077,0.06,0.002,0.048,-0.003,0.041
1948,8,-0.008,0.157,-0.066,0.085,-0.083,0.06,0.003,0.049,-0.003,0.042
1948,9,-0.091,0.135,-0.055,0.083,-0.086,0.06,0.004,0.049,-0.004,0.042
1948,10,0.03,0.128,-0.059,0.082,-0.088,0.059,0.002,0.049,-0.004,0.042
1948,11,-0.132,0.132,-0.071,0.08,-0.086,0.059,0.001,0.049,-0.004,0.042
1948,12,-0.258,0.13,-0.098,0.079,-0.082,0.059,0.0,0.049,-0.003,0.042
1949,1,0.123,0.105,-0.107,0.078,-0.08,0.059,-0.004,0.049,-0.003,0.041
1949,2,-0.166,0.104,-0.115,0.077,-0.074,0.058,-0.006,0.049,-0.002,0.041
1949,3,-0.028,0.106,-0.12,0.076,-0.071,0.058,-0.008,0.049,-0.0,0.041
1949,4,-0.066,0.119,-0.123,0.075,-0.068,0.058,-0.009,0.049,0.0,0.042
1949,5,-0.06,0.134,-0.121,0.073,-0.067,0.058,-0.011,0.049,0.0,0.042
1949,6,-0.248,0.122,-0.102,0.072,-0.06,0.057,-0.012,0.049,0.001,0.042
1949,7,-0.175,0.148,-0.131,0.071,-0.058,0.057,-0.014,0.049,0.001,0.042
1949,8,-0.104,0.15,-0.144,0.071,-0.057,0.057,-0.017,0.049,0.001,0.042
1949,9,-0.151,0.13,-0.15,0.07,-0.061,0.057,-0.019,0.049,0.001,0.042
1949,10,-0.011,0.113,-0.159,0.07,-0.061,0.056,-0.02,0.049,0.001,0.041
1949,11,-0.101,0.108,-0.159,0.069,-0.06,0.056,-0.019,0.049,0.001,0.041
1949,12,-0.034,0.106,-0.14,0.069,-0.058,0.056,-0.02,0.049,-0.0,0.041
1950,1,-0.225,0.099,-0.127,0.069,-0.057,0.056,-0.019,0.049,-0.001,0.041
1950,2,-0.313,0.094,-0.131,0.069,-0.054,0.056,-0.02,0.049,-0.0,0.041
1950,3,-0.1,0.092,-0.132,0.068,-0.051,0.055,-0.022,0.049,-0.002,0.041
1950,4,-0.185,0.109,-0.143,0.068,-0.053,0.055,-0.025,0.05,-0.003,0.041
1950,5,-0.05,0.121,-0.163,0.068,-0.057,0.054,-0.026,0.05,-0.003,0.041
1950,6,-0.02,0.113,-0.174,0.067,-0.055,0.054,-0.026,0.05,-0.003,0.041
1950,7,-0.021,0.134,-0.181,0.067,-0.055,0.054,-0.026,0.05,-0.004,0.041
1950,8,-0.154,0.127,-0.187,0.067,-0.049,0.054,-0.027,0.05,-0.004,0.041
1950,9,-0.162,0.114,-0.189,0.067,-0.045,0.053,-0.029,0.05,-0.005,0.041
1950,10,-0.149,0.11,-0.176,0.067,-0.039,0.053,-0.03,0.05,-0.004,0.041
1950,11,-0.339,0.096,-0.162,0.067,-0.037,0.053,-0.032,0.05,-0.005,0.041
1950,12,-0.167,0.101,-0.153,0.066,-0.035,0.053,-0.033,0.05,-0.005,0.041
1951,1,-0.301,0.092,-0.145,0.066,-0.032,0.052,-0.034,0.05,-0.004,0.041
1951,2,-0.383,0.087,-0.116,0.065,-0.029,0.052,-0.035,0.05,-0.004,0.041
1951,3,-0.129,0.097,-0.094,0.065,-0.025,0.052,-0.037,0.05,-0.003,0.041
1951,4,-0.025,0.103,-0.067,0.065,-0.024,0.052,-0.04,0.05,-0.003,0.04
1951,5,0.115,0.112,-0.037,0.064,-0.022,0.051,-0.042,0.05,-0.002,0.04
1951,6,0.089,0.1,-0.003,0.064,-0.015,0.051,-0.042,0.049,-0.002,0.04
1951,7,0.07,0.118,0.04,0.064,-0.02,0.051,-0.043,0.049,-0.002,0.04
1951,8,0.2,0.132,0.087,0.064,-0.018,0.051,-0.044,0.049,-0.002,0.04
1951,9,0.1,0.111,0.094,0.064,-0.019,0.051,-0.045,0.049,-0.002,0.04
1951,10,0.178,0.098,0.104,0.064,-0.018,0.051,-0.047,0.048,-0.003,0.04
1951,11,0.012,0.09,0.101,0.065,-0.018,0.051,-0.048,0.048,-0.002,0.04
1951,12,0.239,0.094,0.101,0.065,-0.015,0.051,-0.046,0.048,-0.004,0.04
1952,1,0.216,0.095,0.105,0.066,-0.014,0.05,-0.047,0.048,-0.005,0.04
1952,2,0.181,0.092,0.099,0.066,-0.014,0.05,-0.048,0.047,-0.004,0.04
1952,3,-0.043,0.099,0.101,0.067,-0.013,0.05,-0.05,0.047,-0.003,0.04
1952,4,0.101,0.114,0.091,0.067,-0.011,0.05,-0.05,0.047,-0.003,0.04
1952,5,0.077,0.136,0.082,0.068,-0.007,0.05,-0.049,0.047,-0.003,0.04
1952,6,0.085,0.117,0.07,0.068,-0.008,0.05,-0.047,0.047,-0.003,0.04
1952,7,0.119,0.148,0.061,0.068,-0.001,0.05,-0.047,0.046,-0.003,0.04
1952,8,0.127,0.149,0.062,0.068,0.002,0.05,-0.045,0.046,-0.003,0.039
1952,9,0.127,0.123,0.076,0.068,-0.0,0.049,-0.044,0.046,-0.003,0.039
1952,10,0.055,0.108,0.093,0.068,0.001,0.049,-0.044,0.046,-0.003,0.039
1952,11,-0.096,0.106,0.105,0.068,-0.001,0.049,-0.045,0.046,-0.002,0.039
1952,12,0.1,0.104,0.116,0.068,-0.002,0.049,-0.043,0.045,-0.003,0.039
1953,1,0.107,0.095,0.116,0.067,-0.004,0.049,-0.041,0.045,-0.002,0.039
1953,2,0.191,0.095,0.118,0.067,0.001,0.049,-0.038,0.045,-0.002,0.039
1953,3,0.12,0.098,0.117,0.067,0.001,0.049,-0.035,0.045,-0.002,0.039
1953,4,0.316,0.117,0.123,0.067,0.004,0.049,-0.035,0.044,-0.003,0.039
1953,5,0.212,0.131,0.13,0.067,0.005,0.048,-0.035,0.044,-0.003,0.039
1953,6,0.218,0.116,0.133,0.067,0.004,0.048,-0.036,0.044,-0.003,0.039
1953,7,0.117,0.145,0.11,0.067,0.008,0.048,-0.035,0.044,-0.003,0.039
1953,8,0.152,0.149,0.09,0.067,0.012,0.048,-0.036,0.043,-0.002,0.039
1953,9,0.124,0.122,0.075,0.067,0.011,0.048,-0.035,0.043,-0.001,0.039
1953,10,0.119,0.109,0.048,0.067,0.008,0.047,-0.035,0.043,-0.002,0.039
1953,11,-0.009,0.102,0.025,0.067,0.002,0.047,-0.033,0.043,-0.001,0.039
1953,12,0.132,0.107,0.002,0.066,-0.002,0.047,-0.03,0.043,-0.002,0.039
1954,1,-0.172,0.091,-0.019,0.066,-0.005,0.047,-0.03,0.042,-0.003,0.039
1954,2,-0.042,0.096,-0.039,0.065,-0.013,0.047,-0.029,0.042,-0.004,0.039
1954,3,-0.065,0.1,-0.056,0.065,-0.018,0.046,-0.027,0.042,-0.006,0.039
1954,4,-0.01,0.111,-0.06,0.065,-0.025,0.046,-0.025,0.042,-0.008,0.039
1954,5,-0.055,0.122,-0.048,0.065,-0.028,0.046,-0.024,0.042,-0.01,0.039
1954,6,-0.061,0.103,-0.066,0.065,-0.031,0.046,-0.021,0.042,-0.01,0.039
1954,7,-0.131,0.126,-0.033,0.065,-0.036,0.046,-0.019,0.042,-0.011,0.039
1954,8,-0.085,0.126,-0.042,0.065,-0.039,0.045,-0.018,0.042,-0.013,0.039
1954,9,-0.086,0.109,-0.058,0.064,-0.039,0.045,-0.017,0.041,-0.015,0.039
1954,10,0.072,0.101,-0.066,0.064,-0.039,0.045,-0.017,0.041,-0.017,0.039
1954,11,0.13,0.1,-0.076,0.064,-0.038,0.045,-0.017,0.041,-0.018,0.039
1954,12,-0.075,0.107,-0.078,0.064,-0.035,0.045,-0.017,0.041,-0.019,0.038
1955,1,0.216,0.094,-0.076,0.064,-0.037,0.045,-0.014,0.041,-0.019,0.038
1955,2,-0.148,0.086,-0.059,0.064,-0.036,0.045,-0.01,0.041,-0.02,0.038
1955,3,-0.251,0.084,-0.064,0.064,-0.037,0.045,-0.012,0.041,-0.02,0.038
1955,4,-0.11,0.099,-0.069,0.063,-0.036,0.045,-0.011,0.041,-0.021,0.038
1955,5,-0.182,0.104,-0.101,0.062,-0.033,0.045,-0.012,0.04,-0.022,0.039
1955,6,-0.075,0.101,-0.112,0.061,-0.032,0.045,-0.011,0.04,-0.022,0.039
1955,7,-0.117,0.115,-0.136,0.06,-0.027,0.045,-0.011,0.04,-0.022,0.039
1955,8,0.121,0.111,-0.136,0.059,-0.027,0.045,-0.009,0.04,-0.023,0.039
1955,9,-0.146,0.096,-0.131,0.058,-0.026,0.044,-0.007,0.04,-0.025,0.039
1955,10,0.009,0.091,-0.139,0.057,-0.03,0.044,-0.005,0.04,-0.025,0.039
1955,11,-0.245,0.085,-0.144,0.057,-0.032,0.044,-0.004,0.04,-0.025,0.039
1955,12,-0.211,0.084,-0.153,0.056,-0.037,0.044,-0.0,0.039,-0.025,0.039
1956,1,-0.074,0.076,-0.151,0.056,-0.039,0.044,0.003,0.039,-0.026,0.039
1956,2,-0.149,0.085,-0.185,0.056,-0.042,0.044,0.008,0.039,-0.026,0.038
1956,3,-0.181,0.073,-0.187,0.055,-0.045,0.043,0.01,0.039,-0.026,0.038
1956,4,-0.21,0.073,-0.209,0.055,-0.046,0.043,0.012,0.039,-0.026,0.038
1956,5,-0.248,0.092,-0.201,0.054,-0.045,0.043,0.013,0.039,-0.027,0.038
1956,6,-0.173,0.082,-0.18,0.053,-0.045,0.043,0.013,0.039,-0.026,0.038
1956,7,-0.101,0.088,-0.179,0.053,-0.04,0.043,0.013,0.039,-0.025,0.038
1956,8,-0.279,0.084,-0.167,0.054,-0.039,0.043,0.011,0.039,-0.025,0.038
1956,9,-0.178,0.075,-0.156,0.054,-0.035,0.043,0.011,0.038,-0.024,0.038
1956,10,-0.255,0.075,-0.131,0.055,-0.032,0.043,0.009,0.038,-0.025,0.038
1956,11,-0.152,0.07,-0.099,0.055,-0.029,0.043,0.01,0.038,-0.025,0.037
1956,12,0.043,0.08,-0.064,0.056,-0.027,0.042,0.007,0.038,-0.024,0.037
1957,1,-0.059,0.077,-0.054,0.058,-0.024,0.042,0.006,0.038,-0.025,0.037
1957,2,-0.009,0.074,-0.016,0.061,-0.022,0.042,0.006,0.038,-0.026,0.037
1957,3,-0.04,0.071,0.006,0.065,-0.022,0.042,0.008,0.038,-0.026,0.037
1957,4,0.088,0.097,0.038,0.069,-0.023,0.042,0.008,0.038,-0.027,0.037
1957,5,0.138,0.086,0.056,0.072,-0.027,0.042,0.007,0.038,-0.026,0.037
1957,6,0.235,0.106,0.066,0.071,-0.025,0.042,0.007,0.038,-0.026,0.037
1957,7,0.019,0.112,0.102,0.071,-0.028,0.041,0.005,0.037,-0.025,0.036
1957,8,0.188,0.12,0.121,0.071,-0.023,0.041,0.004,0.037,-0.025,0.036
1957,9,0.087,0.177,0.138,0.071,-0.023,0.041,0.002,0.037,-0.025,0.036
1957,10,0.121,0.118,0.138,0.066,-0.024,0.041,0.002,0.037,-0.025,0.036
1957,11,0.07,0.09,0.134,0.067,-0.022,0.04,0.003,0.037,-0.026,0.036
1957,12,0.164,0.075,0.108,0.063,-0.02,0.04,0.003,0.037,-0.026,0.036
1958,1,0.363,0.071,0.108,0.061,-0.019,0.04,0.002,0.037,-0.027,0.035
1958,2,0.227,0.086,0.088,0.057,-0.019,0.04,0.002,0.037,-0.027,0.035
1958,3,0.162,0.071,0.074,0.057,-0.016,0.04,-0.0,0.037,-0.025,0.035
1958,4,0.092,0.078,0.07,0.058,-0.015,0.04,-0.003,0.037,-0.025,0.035
1958,5,0.09,0.086,0.07,0.057,-0.013,0.039,-0.005,0.037,-0.026,0.035
1958,6,-0.077,0.074,0.065,0.056,-0.005,0.039,-0.007,0.037,-0.026,0.035
1958,7,0.013,0.122,0.045,0.055,-0.002,0.039,-0.007,0.036,-0.027,0.035
1958,8,-0.05,0.08,0.03,0.053,0.004,0.039,-0.006,0.036,-0.027,0.034
1958,9,-0.086,0.079,0.031,0.053,0.009,0.039,-0.005,0.036,-0.027,0.034
1958,10,0.079,0.083,0.039,0.053,0.016,0.039,-0.005,0.036,-0.027,0.034
1958,11,0.068,0.077,0.039,0.053,0.024,0.038,-0.004,0.036,-0.027,0.034
1958,12,0.108,0.076,0.052,0.053,0.029,0.039,-0.004,0.036,-0.026,0.034
1959,1,0.117,0.069,0.053,0.052,0.031,0.038,-0.003,0.036,-0.026,0.034
1959,2,0.057,0.061,0.06,0.052,0.036,0.038,-0.003,0.036,-0.025,0.034
1959,3,0.166,0.094,0.06,0.051,0.039,0.038,-0.005,0.036,-0.025,0.034
1959,4,0.191,0.072,0.054,0.051,0.044,0.039,-0.007,0.036,-0.024,0.033
1959,5,0.084,0.074,0.041,0.051,0.047,0.038,-0.008,0.036,-0.023,0.033
1959,6,0.087,0.08,0.036,0.05,0.045,0.038,-0.008,0.036,-0.021,0.033
1959,7,0.027,0.086,0.03,0.051,0.048,0.038,-0.008,0.036,-0.021,0.033
1959,8,0.026,0.078,0.037,0.051,0.051,0.038,-0.009,0.036,-0.02,0.033
1959,9,-0.082,0.073,0.0,0.051,0.055,0.038,-0.012,0.035,-0.019,0.033
1959,10,0.01,0.078,-0.026,0.05,0.055,0.037,-0.014,0.035,-0.018,0.033
1959,11,-0.091,0.075,-0.039,0.05,0.052,0.037,-0.017,0.035,-0.018,0.033
1959,12,0.047,0.075,-0.044,0.05,0.049,0.037,-0.018,0.035,-0.016,0.032
1960,1,0.041,0.063,-0.048,0.05,0.048,0.037,-0.019,0.035,-0.014,0.032
1960,2,0.149,0.076,-0.044,0.049,0.044,0.036,-0.019,0.035,-0.012,0.032
1960,3,-0.278,0.067,-0.032,0.05,0.042,0.037,-0.018,0.035,-0.011,0.032
1960,4,-0.124,0.066,-0.025,0.049,0.039,0.038,-0.018,0.035,-0.01,0.032
1960,5,-0.07,0.091,-0.029,0.05,0.039,0.038,-0.017,0.035,-0.01,0.032
1960,6,0.022,0.082,-0.012,0.051,0.037,0.038,-0.018,0.035,-0.01,0.032
1960,7,-0.024,0.071,-0.006,0.05,0.032,0.038,-0.018,0.035,-0.01,0.032
1960,8,0.078,0.079,-0.001,0.048,0.031,0.037,-0.02,0.035,-0.01,0.032
1960,9,0.06,0.08,0.032,0.048,0.026,0.037,-0.02,0.034,-0.008,0.032
1960,10,0.093,0.072,0.061,0.048,0.024,0.037,-0.02,0.034,-0.008,0.031
1960,11,-0.136,0.067,0.083,0.048,0.022,0.037,-0.019,0.034,-0.006,0.031
1960,12,0.248,0.064,0.093,0.048,0.024,0.037,-0.017,0.034,-0.006,0.031
1961,1,0.115,0.07,0.096,0.048,0.025,0.037,-0.017,0.034,-0.005,0.031
1961,2,0.208,0.059,0.09,0.049,0.03,0.037,-0.016,0.034,-0.004,0.031
1961,3,0.126,0.063,0.089,0.048,0.035,0.037,-0.014,0.034,-0.004,0.031
1961,4,0.213,0.069,0.082,0.049,0.036,0.037,-0.013,0.034,-0.004,0.031
1961,5,0.203,0.072,0.098,0.048,0.037,0.037,-0.011,0.034,-0.005,0.031
1961,6,0.143,0.089,0.072,0.048,0.037,0.037,-0.01,0.034,-0.006,0.031
1961,7,0.007,0.081,0.071,0.048,0.035,0.037,-0.008,0.033,-0.007,0.031
1961,8,0.011,0.097,0.068,0.049,0.032,0.037,-0.006,0.033,-0.008,0.031
1961,9,0.045,0.069,0.073,0.049,0.026,0.037,-0.004,0.033,-0.008,0.03
1961,10,0.014,0.088,0.065,0.05,0.018,0.037,-0.003,0.033,-0.009,0.03
1961,11,0.051,0.056,0.043,0.05,0.013,0.037,-0.002,0.034,-0.009,0.03
1961,12,-0.069,0.06,0.034,0.051,0.01,0.037,-0.002,0.034,-0.011,0.03
1962,1,0.104,0.059,0.03,0.051,0.008,0.037,-0.002,0.033,-0.013,0.03
1962,2,0.174,0.058,0.026,0.05,0.003,0.037,-0.004,0.033,-0.014,0.03
1962,3,0.189,0.073,0.018,0.053,-0.001,0.037,-0.003,0.033,-0.014,0.03
1962,4,0.121,0.072,0.016,0.055,-0.005,0.037,-0.003,0.033,-0.014,0.03
1962,5,-0.06,0.07,0.016,0.057,-0.007,0.037,-0.002,0.033,-0.014,0.03
1962,6,0.034,0.1,0.026,0.057,-0.01,0.037,-0.004,0.033,-0.014,0.03
1962,7,-0.043,0.074,0.021,0.057,-0.011,0.037,-0.004,0.033,-0.015,0.029
1962,8,-0.041,0.077,0.021,0.058,-0.016,0.037,-0.005,0.033,-0.015,0.029
1962,9,-0.055,0.117,-0.008,0.056,-0.013,0.037,-0.006,0.033,-0.015,0.029
1962,10,-0.005,0.102,-0.02,0.055,-0.013,0.037,-0.006,0.033,-0.016,0.029
1962,11,0.054,0.07,-0.019,0.055,-0.013,0.037,-0.007,0.033,-0.015,0.029
1962,12,0.043,0.061,-0.017,0.054,-0.016,0.038,-0.008,0.033,-0.015,0.029
1963,1,0.053,0.06,-0.004,0.054,-0.018,0.037,-0.013,0.033,-0.014,0.029
1963,2,0.171,0.059,0.019,0.053,-0.02,0.038,-0.015,0.032,-0.014,0.029
1963,3,-0.155,0.064,0.039,0.052,-0.025,0.037,-0.015,0.032,-0.013,0.029
1963,4,-0.031,0.077,0.05,0.052,-0.026,0.037,-0.016,0.032,-0.013,0.029
1963,5,-0.041,0.079,0.06,0.052,-0.025,0.037,-0.018,0.032,-0.013,0.029
1963,6,0.051,0.077,0.065,0.052,-0.029,0.037,-0.017,0.032,-0.013,0.028
1963,7,0.111,0.082,0.059,0.053,-0.032,0.037,-0.018,0.032,-0.014,0.028
1963,8,0.245,0.079,0.037,0.053,-0.036,0.037,-0.018,0.032,-0.014,0.028
1963,9,0.177,0.1,0.031,0.054,-0.038,0.037,-0.019,0.032,-0.015,0.028
1963,10,0.133,0.077,0.012,0.053,-0.042,0.038,-0.019,0.032,-0.015,0.028
1963,11,0.175,0.079,-0.006,0.053,-0.046,0.038,-0.02,0.032,-0.015,0.028
1963,12,0.101,0.062,-0.014,0.053,-0.048,0.037,-0.021,0.032,-0.016,0.028
1964,1,-0.023,0.071,-0.032,0.052,-0.047,0.037,-0.022,0.032,-0.016,0.028
1964,2,-0.088,0.059,-0.074,0.053,-0.047,0.036,-0.022,0.032,-0.017,0.028
1964,3,-0.235,0.067,-0.117,0.05,-0.048,0.037,-0.023,0.031,-0.017,0.027
1964,4,-0.262,0.066,-0.148,0.05,-0.051,0.036,-0.023,0.031,-0.018,0.027
1964,5,-0.257,0.076,-0.179,0.05,-0.052,0.037,-0.022,0.031,-0.018,0.027
1964,6,-0.04,0.072,-0.202,0.049,-0.05,0.037,-0.021,0.031,-0.018,0.027
1964,7,-0.106,0.085,-0.2,0.048,-0.053,0.037,-0.022,0.031,-0.017,0.027
1964,8,-0.261,0.096,-0.203,0.049,-0.059,0.037,-0.022,0.031,-0.017,0.027
1964,9,-0.334,0.063,-0.193,0.049,-0.061,0.037,-0.021,0.031,-0.017,0.027
1964,10,-0.236,0.071,-0.182,0.049,-0.062,0.037,-0.02,0.031,-0.017,0.027
1964,11,-0.203,0.061,-0.167,0.05,-0.057,0.037,-0.018,0.031,-0.018,0.027
1964,12,-0.175,0.063,-0.175,0.053,-0.057,0.036,-0.015,0.031,-0.018,0.027
1965,1,0.006,0.064,-0.181,0.051,-0.056,0.036,-0.014,0.031,-0.019,0.027
1965,2,-0.123,0.062,-0.163,0.05,-0.054,0.036,-0.014,0.031,-0.018,0.027
1965,3,-0.121,0.07,-0.152,0.05,-0.054,0.036,-0.011,0.031,-0.016,0.027
1965,4,-0.126,0.07,-0.133,0.049,-0.052,0.035,-0.009,0.03,-0.016,0.027
1965,5,-0.082,0.099,-0.12,0.049,-0.054,0.035,-0.008,0.03,-0.014,0.026
1965,6,-0.136,0.118,-0.103,0.049,-0.054,0.035,-0.008,0.03,-0.014,0.026
1965,7,-0.178,0.083,-0.111,0.049,-0.057,0.035,-0.008,0.03,-0.014,0.026
1965,8,-0.047,0.071,-0.102,0.049,-0.062,0.035,-0.01,0.03,-0.015,0.026
1965,9,-0.2,0.075,-0.093,0.049,-0.057,0.035,-0.009,0.03,-0.015,0.026
1965,10,-0.007,0.081,-0.084,0.049,-0.056,0.035,-0.01,0.03,-0.016,0.026
1965,11,-0.041,0.07,-0.083,0.049,-0.057,0.035,-0.009,0.03,-0.016,0.026
1965,12,0.021,0.06,-0.069,0.05,-0.058,0.035,-0.011,0.03,-0.015,0.026
1966,1,-0.089,0.061,-0.045,0.049,-0.061,0.035,-0.013,0.03,-0.015,0.026
1966,2,-0.012,0.061,-0.044,0.049,-0.066,0.034,-0.016,0.03,-0.015,0.026
1966,3,-0.011,0.075,-0.027,0.049,-0.072,0.034,-0.018,0.03,-0.016,0.026
1966,4,-0.019,0.075,-0.039,0.049,-0.073,0.034,-0.02,0.03,-0.015,0.026
1966,5,-0.074,0.072,-0.038,0.049,-0.077,0.034,-0.023,0.03,-0.016,0.026
1966,6,0.033,0.08,-0.037,0.049,-0.079,0.034,-0.025,0.03,-0.016,0.026
1966,7,0.108,0.073,-0.032,0.049,-0.078,0.034,-0.026,0.03,-0.016,0.026
1966,8,-0.035,0.078,-0.048,0.048,-0.077,0.033,-0.027,0.03,-0.015,0.026
1966,9,0.005,0.072,-0.041,0.048,-0.073,0.033,-0.027,0.03,-0.015,0.026
1966,10,-0.149,0.071,-0.036,0.047,-0.064,0.033,-0.028,0.03,-0.015,0.026
1966,11,-0.026,0.064,-0.01,0.047,-0.056,0.033,-0.028,0.03,-0.015,0.026
1966,12,0.032,0.068,-0.01,0.047,-0.053,0.033,-0.029,0.03,-0.015,0.026
1967,1,-0.037,0.057,-0.015,0.048,-0.052,0.033,-0.031,0.03,-0.013,0.025
1967,2,-0.2,0.057,-0.01,0.048,-0.047,0.033,-0.034,0.03,-0.012,0.025
1967,3,0.07,0.064,-0.012,0.048,-0.04,0.033,-0.036,0.03,-0.012,0.025
1967,4,0.049,0.063,0.008,0.048,-0.035,0.032,-0.037,0.03,-0.011,0.025
1967,5,0.236,0.076,0.006,0.047,-0.029,0.032,-0.036,0.029,-0.011,0.025
1967,6,0.028,0.073,0.006,0.047,-0.02,0.032,-0.036,0.029,-0.01,0.025
1967,7,0.055,0.081,-0.002,0.046,-0.017,0.032,-0.035,0.029,-0.01,0.025
1967,8,0.027,0.09,0.005,0.046,-0.012,0.032,-0.034,0.029,-0.01,0.025
1967,9,-0.021,0.067,0.014,0.046,-0.009,0.032,-0.033,0.029,-0.01,0.025
1967,10,0.091,0.068,0.01,0.047,-0.005,0.032,-0.033,0.029,-0.011,0.025
1967,11,-0.058,0.07,-0.017,0.046,-0.003,0.032,-0.034,0.029,-0.011,0.025
1967,12,0.043,0.067,-0.019,0.046,-0.0,0.031,-0.032,0.029,-0.011,0.025
1968,1,-0.136,0.053,-0.033,0.045,0.002,0.031,-0.03,0.029,-0.012,0.025
1968,2,-0.113,0.054,-0.041,0.045,0.001,0.031,-0.029,0.029,-0.013,0.025
1968,3,0.171,0.059,-0.054,0.045,0.006,0.031,-0.026,0.029,-0.013,0.025
1968,4,0.004,0.07,-0.052,0.045,0.006,0.031,-0.024,0.029,-0.013,0.025
1968,5,-0.088,0.064,-0.052,0.044,0.007,0.031,-0.021,0.029,-0.013,0.025
1968,6,0.006,0.069,-0.057,0.044,0.006,0.031,-0.02,0.028,-0.013,0.025
1968,7,-0.11,0.076,-0.044,0.044,0.007,0.031,-0.021,0.028,-0.013,0.024
1968,8,-0.068,0.063,-0.039,0.045,0.004,0.031,-0.023,0.028,-0.014,0.024
1968,9,-0.184,0.074,-0.05,0.045,0.002,0.031,-0.024,0.028,-0.013,0.024
1968,10,0.121,0.076,-0.031,0.045,0.002,0.031,-0.025,0.028,-0.014,0.024
1968,11,-0.063,0.062,-0.002,0.046,0.001,0.031,-0.026,0.028,-0.014,0.024
1968,12,-0.016,0.061,0.009,0.046,-0.002,0.031,-0.028,0.028,-0.014,0.024
1969,1,0.015,0.048,0.014,0.045,-0.006,0.031,-0.029,0.028,-0.014,0.024
1969,2,-0.052,0.054,0.022,0.045,-0.006,0.03,-0.031,0.027,-0.015,0.024
1969,3,0.041,0.067,0.043,0.045,-0.007,0.03,-0.03,0.027,-0.015,0.024
1969,4,0.231,0.068,0.043,0.044,-0.005,0.03,-0.029,0.027,-0.015,0.024
1969,5,0.257,0.066,0.058,0.044,-0.005,0.03,-0.027,0.027,-0.016,0.024
1969,6,0.14,0.077,0.089,0.044,-0.007,0.03,-0.027,0.027,-0.016,0.023
1969,7,-0.052,0.066,0.104,0.044,-0.01,0.03,-0.027,0.027,-0.016,0.023
1969,8,0.033,0.058,0.124,0.044,-0.01,0.03,-0.024,0.027,-0.016,0.023
1969,9,0.07,0.068,0.127,0.044,-0.011,0.03,-0.022,0.027,-0.015,0.023
1969,10,0.116,0.066,0.118,0.044,-0.011,0.03,-0.02,0.027,-0.014,0.023
1969,11,0.116,0.062,0.099,0.044,-0.015,0.03,-0.019,0.027,-0.013,0.023
1969,12,0.356,0.065,0.087,0.044,-0.014,0.03,-0.019,0.027,-0.011,0.023
1970,1,0.194,0.056,0.091,0.044,-0.015,0.03,-0.019,0.027,-0.01,0.023
1970,2,0.193,0.059,0.078,0.044,-0.013,0.03,-0.017,0.027,-0.009,0.023
1970,3,0.071,0.065,0.079,0.045,-0.013,0.029,-0.015,0.027,-0.007,0.023
1970,4,0.129,0.065,0.072,0.045,-0.014,0.03,-0.013,0.027,-0.005,0.023
1970,5,0.023,0.068,0.061,0.045,-0.013,0.03,-0.011,0.026,-0.003,0.023
1970,6,0.006,0.069,0.027,0.044,-0.01,0.03,-0.01,0.026,-0.003,0.022
1970,7,-0.013,0.071,0.01,0.045,-0.003,0.03,-0.009,0.026,-0.001,0.022
1970,8,-0.124,0.068,-0.02,0.044,0.004,0.029,-0.011,0.026,-0.001,0.022
1970,9,0.091,0.067,-0.039,0.044,0.004,0.029,-0.01,0.026,-0.001,0.022
1970,10,0.028,0.065,-0.053,0.044,0.009,0.029,-0.011,0.026,-0.001,0.022
1970,11,-0.019,0.066,-0.063,0.044,0.014,0.029,-0.013,0.026,0.001,0.022
1970,12,-0.052,0.057,-0.076,0.045,0.017,0.029,-0.014,0.026,0.0,0.022
1971,1,-0.008,0.056,-0.085,0.045,0.02,0.029,-0.014,0.026,0.002,0.022
1971,2,-0.162,0.059,-0.08,0.044,0.021,0.029,-0.015,0.026,0.002,0.022
1971,3,-0.167,0.055,-0.09,0.044,0.024,0.029,-0.017,0.026,0.003,0.022
1971,4,-0.033,0.075,-0.095,0.044,0.023,0.029,-0.018,0.026,0.004,0.022
1971,5,-0.092,0.084,-0.097,0.045,0.024,0.029,-0.02,0.026,0.004,0.022
1971,6,-0.149,0.071,-0.1,0.045,0.023,0.029,-0.022,0.026,0.004,0.022
